day,city,flow
201903071900,贵州,291913.03
201903072000,贵州,322732.76
201903072100,贵州,331443.85
201903072200,贵州,317597.03
201903072300,贵州,261838.1
201903080000,贵州,182798.79
201903080100,贵州,111000.37
201903080200,贵州,69697.36
201903080300,贵州,47917.64
201903080400,贵州,35922.09
201903080500,贵州,31883.38
201903080600,贵州,50605.4
201903080700,贵州,104964.6
201903080800,贵州,152371
201903080900,贵州,177688.71
201903081000,贵州,197787.32
201903081100,贵州,207188.69
201903081200,贵州,237918.06
201903081300,贵州,241612.68
201903081400,贵州,228342.66
201903081500,贵州,228308.98
201903081600,贵州,242748.56
201903081700,贵州,260647.89
201903081800,贵州,277665.18
201903081900,贵州,303814.82
201903082000,贵州,337707.78
201903082100,贵州,348123.66
201903082200,贵州,333448.08
201903082300,贵州,279065.16
201903090000,贵州,201322.35
201903090100,贵州,126842.33
201903090200,贵州,79449.53
201903090300,贵州,53196.46
201903090400,贵州,38414.15
201903090500,贵州,32612.95
201903090600,贵州,45352.04
201903090700,贵州,100044.26
201903090800,贵州,163378.13
201903090900,贵州,200945.89
201903091000,贵州,223688.82
201903091100,贵州,234693.86
201903091200,贵州,253188.69
201903091300,贵州,249699.16
201903091400,贵州,240518.45
201903091500,贵州,242576.92
201903091600,贵州,247397.29
201903091700,贵州,252187.36
201903091800,贵州,270448.84
201903091900,贵州,287439.56
201903092000,贵州,327177.85
201903092100,贵州,342698.28
201903092200,贵州,330228.66
201903092300,贵州,279140.52
201903100000,贵州,203127.23
201903100100,贵州,129706.96
201903100200,贵州,82511.21
201903100300,贵州,54656.96
201903100400,贵州,39388.28
201903100500,贵州,32487.28
201903100600,贵州,43721.23
201903100700,贵州,95632.2
201903100800,贵州,152871.71
201903100900,贵州,186049.45
201903101000,贵州,205563.42
201903101100,贵州,214072.83
201903101200,贵州,228759.47
201903101300,贵州,226084.47
201903101400,贵州,221281.82
201903101500,贵州,221621.84
201903101600,贵州,223887.02
201903101700,贵州,223728.35
201903101800,贵州,227204.01
201903101900,贵州,248803.59
201903102000,贵州,286186.08
201903102100,贵州,302112.8
201903102200,贵州,291008.96
201903102300,贵州,237688.33
201903110000,贵州,160545.29
201903110100,贵州,95852.02
201903110200,贵州,60259.57
201903110300,贵州,41072.8
201903110400,贵州,31951.96
201903110500,贵州,29244.88
201903110600,贵州,46887.92
201903110700,贵州,92983.07
201903110800,贵州,129056.13
201903110900,贵州,147871.55
201903111000,贵州,164617.25
201903111100,贵州,173642.98
201903111200,贵州,203094.25
201903111300,贵州,198887.75
201903111400,贵州,178805.74
201903111500,贵州,178181.38
201903111600,贵州,186349.52
201903111700,贵州,199815.04
201903111800,贵州,213677.93
201903111900,贵州,238467.36
201903112000,贵州,281255.03
201903112100,贵州,300346.48
201903112200,贵州,290277.39
201903112300,贵州,233691.66
201903120000,贵州,155132.49
201903120100,贵州,91045.57
201903120200,贵州,55809.07
201903120300,贵州,38891.92
201903120400,贵州,29979.92
201903120500,贵州,27975.27
201903120600,贵州,46168.85
201903120700,贵州,93806.73
201903120800,贵州,128879.63
201903120900,贵州,148460.15
201903121000,贵州,166226.34
201903121100,贵州,177202.74
201903121200,贵州,211433.44
201903121300,贵州,205353.27
201903121400,贵州,184546.88
201903121500,贵州,186291.08
201903121600,贵州,195354.78
201903121700,贵州,209666.46
201903121800,贵州,225498.93
201903121900,贵州,251850.22
201903122000,贵州,288617.55
201903122100,贵州,303431.49
201903122200,贵州,289123.24
201903122300,贵州,232818
201903130000,贵州,156724.38
201903130100,贵州,92961.86
201903130200,贵州,58197.8
201903130300,贵州,40462.1
201903130400,贵州,31342.39
201903130500,贵州,29472.36
201903130600,贵州,48948.02
201903130700,贵州,99038.83
201903130800,贵州,135165.72
201903130900,贵州,154244.9
201903131000,贵州,170467.12
201903131100,贵州,180044.05
201903131200,贵州,213473.66
201903131300,贵州,206932.35
201903131400,贵州,184776.9
201903131500,贵州,185336.77
201903131600,贵州,192962.59
201903131700,贵州,208413.14
201903131800,贵州,226820.19
201903131900,贵州,255777.46
201903132000,贵州,292288.09
201903132100,贵州,305371.35
201903132200,贵州,292020.14
201903132300,贵州,238013.37
201903140000,贵州,161377.38
201903140100,贵州,95270.66
201903140200,贵州,59669.97
201903140300,贵州,41363.37
201903140400,贵州,32084.35
201903140500,贵州,29731.48
201903140600,贵州,49620.77
201903140700,贵州,99535.8
201903140800,贵州,137526.86
201903140900,贵州,160372.82
201903141000,贵州,181810.74
201903141100,贵州,194342.39
201903141200,贵州,219751.54
201903141300,贵州,214686.51
201903141400,贵州,193569.74
201903141500,贵州,193153.87
201903141600,贵州,200925.56
201903141700,贵州,215886.25
201903141800,贵州,233492.27
201903141900,贵州,255589.76
201903142000,贵州,290828.22
201903142100,贵州,304484.69
201903142200,贵州,289874.2
201903142300,贵州,236247.75
201903150000,贵州,161845.01
201903150100,贵州,96823.22
201903150200,贵州,60778.22
201903150300,贵州,41563.55
201903150400,贵州,31010.33
201903150500,贵州,28908.95
201903150600,贵州,48441.16
201903150700,贵州,98606.25
201903150800,贵州,136932.9
201903150900,贵州,158321.35
201903151000,贵州,175313.62
201903120000,贵州,155132.49
201903130700,贵州,99038.83
201903130800,贵州,135165.72
201903130900,贵州,154244.9
201903131000,贵州,170467.12
201903131100,贵州,180044.05
201903131400,贵州,184776.9
201903131500,贵州,185336.77
201903131600,贵州,192962.59
201903131700,贵州,208413.14
201903131800,贵州,226820.19
201903131900,贵州,255777.46
201903132000,贵州,292288.09
201903132100,贵州,305371.35
201903132200,贵州,292020.14
201903132300,贵州,238013.37
201903140000,贵州,161377.38
201903140100,贵州,95270.66
201903140200,贵州,59669.97
201903140300,贵州,41363.37
201903140400,贵州,32084.35
201903140500,贵州,29731.48
201903140600,贵州,49620.77
201903140700,贵州,99535.8
201903140800,贵州,137526.86
201903140900,贵州,160372.82
201903141000,贵州,181810.74
201903141100,贵州,194342.39
201903141200,贵州,219751.54
201903141300,贵州,214686.51
201903141400,贵州,193569.74
201903141500,贵州,193153.87
201903141600,贵州,200925.56
201903141700,贵州,215886.25
201903141800,贵州,233492.27
201903142000,贵州,290828.22
201903142100,贵州,304484.69
201903142200,贵州,289874.2
201903142300,贵州,236247.75
201903150000,贵州,161845.01
201903150100,贵州,96823.22
201903150200,贵州,60778.22
201903150300,贵州,41563.55
201903150400,贵州,31010.33
201903150500,贵州,28908.95
201903150600,贵州,48441.16
201903150700,贵州,98606.25
201903150800,贵州,136932.9
201903150900,贵州,158321.35
201903151000,贵州,175313.62
201903151100,贵州,184496.42
201903151300,贵州,211143.46
201903151300,贵州,211143.46
201903151400,贵州,191498.84
201903151500,贵州,192519.99
201903151600,贵州,205340.05
201903151700,贵州,224684.84
201903151800,贵州,239645.7
201903152000,贵州,300202.23
201903152100,贵州,314976.47
201903152200,贵州,300082.04
201903152300,贵州,247795.47
201903160000,贵州,176390.59
201903160100,贵州,109369.78
201903160200,贵州,68785.73
201903160300,贵州,45529.76
201903160400,贵州,33700.41
201903160500,贵州,29777.75
201903160600,贵州,45090.14
201903160700,贵州,99054.32
201903160800,贵州,153204.79
201903160900,贵州,183497.48
201903161000,贵州,203534.1
201903161100,贵州,213746.59
201903161200,贵州,233979.8
201903161300,贵州,229733.3
201903161400,贵州,221866.53
201903161500,贵州,222235.34
201903161600,贵州,226108.81
