201912161530:3431.1771240234375, 201912161535:3438.62109375, 201912161540:3446.0650634765625, 201912161545:3453.5090942382812, 201912161550:3460.9530639648438, 201912161555:3468.3970336914062, 201912161600:3534.1231079101562, 201912161605:3541.567138671875, 201912161610:3549.0111083984375, 201912161615:3556.455078125, 201912161620:3563.8990478515625, 201912161625:3571.3430786132812, 
201912161635:3561.1958618164062, 201912161640:3568.1244506835938, 201912161645:3575.0530395507812, 201912161650:3581.9816284179688, 201912161655:3588.9102172851562, 201912161700:3659.9507446289062, 201912161705:3666.8793334960938, 201912161710:3673.8079223632812, 201912161715:3680.7364501953125, 201912161720:3687.6650390625, 201912161725:3694.5936279296875, 201912161730:3701.522216796875, 
201912161640:3561.3785552978516, 201912161645:3564.148941040039, 201912161650:3566.9193267822266, 201912161655:3569.689712524414, 201912161700:3684.4691162109375, 201912161705:3687.239501953125, 201912161710:3690.0098876953125, 201912161715:3692.7802734375, 201912161720:3695.5506439208984, 201912161725:3698.321029663086, 201912161730:3701.0914154052734, 201912161735:3703.861801147461, 
201912161645:3591.0011291503906, 201912161650:3597.401611328125, 201912161655:3603.8020629882812, 201912161700:3680.8394470214844, 201912161705:3687.2398986816406, 201912161710:3693.640350341797, 201912161715:3700.040802001953, 201912161720:3706.4412841796875, 201912161725:3712.8417358398438, 201912161730:3719.2421875, 201912161735:3725.6426696777344, 201912161740:3732.0431213378906, 
201912161650:3614.2105407714844, 201912161655:3619.17041015625, 201912161700:3713.5985717773438, 201912161705:3718.5584411621094, 201912161710:3723.518310546875, 201912161715:3728.4781799316406, 201912161720:3733.438018798828, 201912161725:3738.3978881835938, 201912161730:3743.3577575683594, 201912161735:3748.317626953125, 201912161740:3753.2774963378906, 201912161745:3758.2373657226562, 
201912161655:3598.6459350585938, 201912161700:3663.7527465820312, 201912161705:3671.2906494140625, 201912161710:3678.8285522460938, 201912161715:3686.366455078125, 201912161720:3693.9044189453125, 201912161725:3701.4423217773438, 201912161730:3708.980224609375, 201912161735:3716.5181884765625, 201912161740:3724.0560913085938, 201912161745:3731.593994140625, 201912161750:3739.1319580078125, 
201912161700:3678.3637084960938, 201912161705:3684.6966552734375, 201912161710:3691.0296325683594, 201912161715:3697.362579345703, 201912161720:3703.695526123047, 201912161725:3710.0285034179688, 201912161730:3716.3614501953125, 201912161735:3722.6943969726562, 201912161740:3729.027374267578, 201912161745:3735.360321044922, 201912161750:3741.6932678222656, 201912161755:3748.0262145996094, 
201912161705:3687.425048828125, 201912161710:3696.3424072265625, 201912161715:3705.2598266601562, 201912161720:3714.17724609375, 201912161725:3723.0946044921875, 201912161730:3732.0120239257812, 201912161735:3740.9293823242188, 201912161740:3749.8468017578125, 201912161745:3758.7642211914062, 201912161750:3767.6815795898438, 201912161755:3776.5989990234375, 201912161800:3829.3582763671875, 
201912161710:3691.6320190429688, 201912161715:3698.8903198242188, 201912161720:3706.148681640625, 201912161725:3713.406982421875, 201912161730:3720.665283203125, 201912161735:3727.923583984375, 201912161740:3735.181884765625, 201912161745:3742.440185546875, 201912161750:3749.698486328125, 201912161755:3756.956787109375, 201912161800:3825.7410888671875, 201912161805:3832.9993896484375, 
201912161715:3682.9315185546875, 201912161720:3690.4835815429688, 201912161725:3698.0357055664062, 201912161730:3705.5877685546875, 201912161735:3713.1398315429688, 201912161740:3720.69189453125, 201912161745:3728.2439575195312, 201912161750:3735.7960815429688, 201912161755:3743.34814453125, 201912161800:3807.7948608398438, 201912161805:3815.346923828125, 201912161810:3822.8990478515625, 
201912161720:3707.048828125, 201912161725:3714.5238037109375, 201912161730:3721.9987182617188, 201912161735:3729.4736328125, 201912161740:3736.9485473632812, 201912161745:3744.4235229492188, 201912161750:3751.8984375, 201912161755:3759.3733520507812, 201912161800:3826.01318359375, 201912161805:3833.4880981445312, 201912161810:3840.9630126953125, 201912161815:3848.43798828125, 
201912161725:3714.5166015625, 201912161730:3720.624267578125, 201912161735:3726.73193359375, 201912161740:3732.839630126953, 201912161745:3738.947296142578, 201912161750:3745.054962158203, 201912161755:3751.162628173828, 201912161800:3832.3943481445312, 201912161805:3838.5020141601562, 201912161810:3844.6096801757812, 201912161815:3850.7173461914062, 201912161820:3856.8250427246094, 
201912161730:3720.7593994140625, 201912161735:3726.993194580078, 201912161740:3733.2269897460938, 201912161745:3739.4607849121094, 201912161750:3745.694549560547, 201912161755:3751.9283447265625, 201912161800:3830.159149169922, 201912161805:3836.3929443359375, 201912161810:3842.626739501953, 201912161815:3848.8605041503906, 201912161820:3855.0942993164062, 201912161825:3861.328094482422, 
201912161735:3723.652587890625, 201912161740:3732.5279541015625, 201912161745:3741.4032592773438, 201912161750:3750.2786254882812, 201912161755:3759.1539306640625, 201912161800:3811.0097045898438, 201912161805:3819.885009765625, 201912161810:3828.7603759765625, 201912161815:3837.6356811523438, 201912161820:3846.5110473632812, 201912161825:3855.3863525390625, 201912161830:3864.26171875, 
201912161740:3718.6753540039062, 201912161745:3726.0147094726562, 201912161750:3733.3540649414062, 201912161755:3740.693359375, 201912161800:3806.9102172851562, 201912161805:3814.2495727539062, 201912161810:3821.5888671875, 201912161815:3828.92822265625, 201912161820:3836.267578125, 201912161825:3843.6068725585938, 201912161830:3850.9462280273438, 201912161835:3858.2855224609375, 
201912161745:3715.7435302734375, 201912161750:3720.591827392578, 201912161755:3725.4400939941406, 201912161800:3820.4398803710938, 201912161805:3825.2881774902344, 201912161810:3830.136474609375, 201912161815:3834.9847717285156, 201912161820:3839.8330688476562, 201912161825:3844.6813354492188, 201912161830:3849.5296325683594, 201912161835:3854.3779296875, 201912161840:3859.2262268066406, 
201912161750:3722.920654296875, 201912161755:3728.9671020507812, 201912161800:3810.1466064453125, 201912161805:3816.1930541992188, 201912161810:3822.239501953125, 201912161815:3828.2859497070312, 201912161820:3834.3323974609375, 201912161825:3840.3788452148438, 201912161830:3846.42529296875, 201912161835:3852.4717407226562, 201912161840:3858.5181884765625, 201912161845:3864.5646362304688, 
201912161755:3715.9429321289062, 201912161800:3794.4078674316406, 201912161805:3800.5554809570312, 201912161810:3806.703094482422, 201912161815:3812.8507080078125, 201912161820:3818.9983520507812, 201912161825:3825.145965576172, 201912161830:3831.2935791015625, 201912161835:3837.441192626953, 201912161840:3843.5888061523438, 201912161845:3849.7364196777344, 201912161850:3855.884033203125, 
201912161800:3831.987091064453, 201912161805:3837.9359130859375, 201912161810:3843.884735107422, 201912161815:3849.833526611328, 201912161820:3855.7823486328125, 201912161825:3861.731170654297, 201912161830:3867.679962158203, 201912161835:3873.6287841796875, 201912161840:3879.577606201172, 201912161845:3885.5264282226562, 201912161850:3891.4752197265625, 201912161855:3897.424041748047, 
201912161805:3800.0577392578125, 201912161810:3809.6266479492188, 201912161815:3819.195556640625, 201912161820:3828.7644653320312, 201912161825:3838.3333740234375, 201912161830:3847.9022827148438, 201912161835:3857.47119140625, 201912161840:3867.0401000976562, 201912161845:3876.6090087890625, 201912161850:3886.1779174804688, 201912161855:3895.746826171875, 201912161900:3938.3458251953125, 
201912161810:3822.5928344726562, 201912161815:3827.5654296875, 201912161820:3832.5380249023438, 201912161825:3837.5106506347656, 201912161830:3842.4832458496094, 201912161835:3847.4558715820312, 201912161840:3852.428466796875, 201912161845:3857.4010620117188, 201912161850:3862.3736877441406, 201912161855:3867.3462829589844, 201912161900:3959.784393310547, 201912161905:3964.7569885253906, 
201912161815:3831.300537109375, 201912161820:3838.3326416015625, 201912161825:3845.3646850585938, 201912161830:3852.3967895507812, 201912161835:3859.4288330078125, 201912161840:3866.4608764648438, 201912161845:3873.4929809570312, 201912161850:3880.5250244140625, 201912161855:3887.55712890625, 201912161900:3957.3448486328125, 201912161905:3964.3768920898438, 201912161910:3971.4089965820312, 
201912161820:3850.0562438964844, 201912161825:3856.2640991210938, 201912161830:3862.471954345703, 201912161835:3868.6798400878906, 201912161840:3874.8876953125, 201912161845:3881.0955505371094, 201912161850:3887.303436279297, 201912161855:3893.5112915039062, 201912161900:3974.1734313964844, 201912161905:3980.3812866210938, 201912161910:3986.589141845703, 201912161915:3992.7969970703125, 
201912161825:3840.626708984375, 201912161830:3848.1061401367188, 201912161835:3855.5855712890625, 201912161840:3863.06494140625, 201912161845:3870.5443725585938, 201912161850:3878.0238037109375, 201912161855:3885.5032348632812, 201912161900:3950.70556640625, 201912161905:3958.1849975585938, 201912161910:3965.6643676757812, 201912161915:3973.143798828125, 201912161920:3980.6232299804688, 
201912161830:3838.633087158203, 201912161835:3843.6207885742188, 201912161840:3848.6084899902344, 201912161845:3853.596221923828, 201912161850:3858.5839233398438, 201912161855:3863.5716247558594, 201912161900:3955.056640625, 201912161905:3960.0443420410156, 201912161910:3965.0320434570312, 201912161915:3970.019775390625, 201912161920:3975.0074768066406, 201912161925:3979.9951782226562, 
201912161835:3859.7742919921875, 201912161840:3866.6568603515625, 201912161845:3873.5394287109375, 201912161850:3880.4219360351562, 201912161855:3887.3045043945312, 201912161900:3960.89599609375, 201912161905:3967.778564453125, 201912161910:3974.6610717773438, 201912161915:3981.5436401367188, 201912161920:3988.4262084960938, 201912161925:3995.3087158203125, 201912161930:4002.1912841796875, 
201912161840:3880.6060791015625, 201912161845:3888.0272216796875, 201912161850:3895.4484252929688, 201912161855:3902.86962890625, 201912161900:3971.7639770507812, 201912161905:3979.1851196289062, 201912161910:3986.6063232421875, 201912161915:3994.0275268554688, 201912161920:4001.44873046875, 201912161925:4008.869873046875, 201912161930:4016.2910766601562, 201912161935:4023.7122802734375, 
201912161845:3872.4827880859375, 201912161850:3878.81982421875, 201912161855:3885.1568603515625, 201912161900:3963.881591796875, 201912161905:3970.2186279296875, 201912161910:3976.555633544922, 201912161915:3982.8926696777344, 201912161920:3989.229705810547, 201912161925:3995.5667114257812, 201912161930:4001.9037475585938, 201912161935:4008.240753173828, 201912161940:4014.5777893066406, 
201912161850:3858.7368774414062, 201912161855:3865.9690551757812, 201912161900:3934.130859375, 201912161905:3941.363037109375, 201912161910:3948.5952758789062, 201912161915:3955.8275146484375, 201912161920:3963.0596923828125, 201912161925:3970.2919311523438, 201912161930:3977.5241088867188, 201912161935:3984.75634765625, 201912161940:3991.988525390625, 201912161945:3999.2207641601562, 
201912161855:3880.0221252441406, 201912161900:3989.3029174804688, 201912161905:3992.80859375, 201912161910:3996.314239501953, 201912161915:3999.8198852539062, 201912161920:4003.3255615234375, 201912161925:4006.8312072753906, 201912161930:4010.336883544922, 201912161935:4013.842529296875, 201912161940:4017.348175048828, 201912161945:4020.8538513183594, 201912161950:4024.3594970703125, 
201912161900:3975.132049560547, 201912161905:3978.400131225586, 201912161910:3981.668197631836, 201912161915:3984.936279296875, 201912161920:3988.204360961914, 201912161925:3991.472427368164, 201912161930:3994.740509033203, 201912161935:3998.008575439453, 201912161940:4001.276657104492, 201912161945:4004.5447387695312, 201912161950:4007.8128051757812, 201912161955:4011.0808868408203, 
201912161905:3940.7720947265625, 201912161910:3947.2047424316406, 201912161915:3953.637420654297, 201912161920:3960.070068359375, 201912161925:3966.502716064453, 201912161930:3972.9353637695312, 201912161935:3979.3680419921875, 201912161940:3985.8006896972656, 201912161945:3992.2333374023438, 201912161950:3998.666015625, 201912161955:4005.098663330078, 201912162000:4079.2134704589844, 
201912161910:3967.7622985839844, 201912161915:3973.6500549316406, 201912161920:3979.537841796875, 201912161925:3985.4256286621094, 201912161930:3991.3133850097656, 201912161935:3997.201171875, 201912161940:4003.0889587402344, 201912161945:4008.9767150878906, 201912161950:4014.864501953125, 201912161955:4020.7522888183594, 201912162000:4102.291076660156, 201912162005:4108.1788330078125, 
201912161915:3969.5448608398438, 201912161920:3976.3739013671875, 201912161925:3983.2030029296875, 201912161930:3990.0320434570312, 201912161935:3996.8611450195312, 201912161940:4003.690185546875, 201912161945:4010.519287109375, 201912161950:4017.3483276367188, 201912161955:4024.1773681640625, 201912162000:4095.9798583984375, 201912162005:4102.8089599609375, 201912162010:4109.638000488281, 
201912161920:3991.5159301757812, 201912161925:3997.2609252929688, 201912161930:4003.0059204101562, 201912161935:4008.7509155273438, 201912161940:4014.4959106445312, 201912161945:4020.2409057617188, 201912161950:4025.985870361328, 201912161955:4031.7308654785156, 201912162000:4116.738311767578, 201912162005:4122.4832763671875, 201912162010:4128.228271484375, 201912162015:4133.9732666015625, 
201912161925:3986.7930297851562, 201912161930:3994.0592041015625, 201912161935:4001.325439453125, 201912161940:4008.5916137695312, 201912161945:4015.8577880859375, 201912161950:4023.1240234375, 201912161955:4030.3901977539062, 201912162000:4099.3721923828125, 201912162005:4106.638366699219, 201912162010:4113.904602050781, 201912162015:4121.1707763671875, 201912162020:4128.436950683594, 
201912161930:3968.8715209960938, 201912161935:3973.789581298828, 201912161940:3978.7076416015625, 201912161945:3983.625701904297, 201912161950:3988.5437927246094, 201912161955:3993.4618530273438, 201912162000:4085.1018676757812, 201912162005:4090.0199584960938, 201912162010:4094.938018798828, 201912162015:4099.8560791015625, 201912162020:4104.774139404297, 201912162025:4109.692230224609, 
201912161935:4001.066192626953, 201912161940:4006.016845703125, 201912161945:4010.967498779297, 201912161950:4015.9181518554688, 201912161955:4020.8688049316406, 201912162000:4113.744842529297, 201912162005:4118.695495605469, 201912162010:4123.646148681641, 201912162015:4128.5968017578125, 201912162020:4133.547454833984, 201912162025:4138.498138427734, 201912162030:4143.448791503906, 
201912161940:4019.4999084472656, 201912161945:4024.5074768066406, 201912161950:4029.5150451660156, 201912161955:4034.5225830078125, 201912162000:4128.808807373047, 201912162005:4133.816375732422, 201912162010:4138.823913574219, 201912162015:4143.831481933594, 201912162020:4148.839050292969, 201912162025:4153.846588134766, 201912162030:4158.854156494141, 201912162035:4163.861724853516, 
201912161945:4034.2940063476562, 201912161950:4041.1419067382812, 201912161955:4047.9898071289062, 201912162000:4121.705749511719, 201912162005:4128.553649902344, 201912162010:4135.401550292969, 201912162015:4142.249450683594, 201912162020:4149.097351074219, 201912162025:4155.945251464844, 201912162030:4162.793151855469, 201912162035:4169.641052246094, 201912162040:4176.4888916015625, 
201912161950:4007.9500122070312, 201912161955:4016.0303955078125, 201912162000:4073.6717529296875, 201912162005:4081.7521362304688, 201912162010:4089.83251953125, 201912162015:4097.912902832031, 201912162020:4105.993225097656, 201912162025:4114.0736083984375, 201912162030:4122.153991699219, 201912162035:4130.234375, 201912162040:4138.314758300781, 201912162045:4146.3951416015625, 
201912161955:4041.1541137695312, 201912162000:4115.7052001953125, 201912162005:4122.435333251953, 201912162010:4129.165496826172, 201912162015:4135.8956298828125, 201912162020:4142.625762939453, 201912162025:4149.355895996094, 201912162030:4156.086029052734, 201912162035:4162.816162109375, 201912162040:4169.546295166016, 201912162045:4176.276428222656, 201912162050:4183.006561279297, 
201912162000:4092.390106201172, 201912162005:4099.055023193359, 201912162010:4105.719940185547, 201912162015:4112.384857177734, 201912162020:4119.049774169922, 201912162025:4125.714691162109, 201912162030:4132.379608154297, 201912162035:4139.044525146484, 201912162040:4145.709442138672, 201912162045:4152.374359130859, 201912162050:4159.039276123047, 201912162055:4165.704193115234, 
201912162005:4115.229034423828, 201912162010:4119.2386474609375, 201912162015:4123.248291015625, 201912162020:4127.2579345703125, 201912162025:4131.267578125, 201912162030:4135.2772216796875, 201912162035:4139.286865234375, 201912162040:4143.2965087890625, 201912162045:4147.306121826172, 201912162050:4151.315765380859, 201912162055:4155.325408935547, 201912162100:4257.658416748047, 
201912162010:4133.696044921875, 201912162015:4140.202178955078, 201912162020:4146.708312988281, 201912162025:4153.2144775390625, 201912162030:4159.720611572266, 201912162035:4166.226745605469, 201912162040:4172.732879638672, 201912162045:4179.239013671875, 201912162050:4185.745178222656, 201912162055:4192.251312255859, 201912162100:4268.448394775391, 201912162105:4274.954528808594, 
201912162015:4115.0941162109375, 201912162020:4120.955718994141, 201912162025:4126.817352294922, 201912162030:4132.678955078125, 201912162035:4138.540557861328, 201912162040:4144.402160644531, 201912162045:4150.263763427734, 201912162050:4156.125396728516, 201912162055:4161.986999511719, 201912162100:4243.531829833984, 201912162105:4249.393463134766, 201912162110:4255.255065917969, 
201912162020:4145.977203369141, 201912162025:4150.138458251953, 201912162030:4154.299713134766, 201912162035:4158.460998535156, 201912162040:4162.622253417969, 201912162045:4166.783508300781, 201912162050:4170.944763183594, 201912162055:4175.106018066406, 201912162100:4276.487884521484, 201912162105:4280.649139404297, 201912162110:4284.810394287109, 201912162115:4288.971649169922, 
201912162025:4147.49169921875, 201912162030:4152.096984863281, 201912162035:4156.7022705078125, 201912162040:4161.307525634766, 201912162045:4165.912811279297, 201912162050:4170.518096923828, 201912162055:4175.123382568359, 201912162100:4271.335968017578, 201912162105:4275.941253662109, 201912162110:4280.546539306641, 201912162115:4285.151824951172, 201912162120:4289.757110595703, 
201912162030:4124.612854003906, 201912162035:4130.3802490234375, 201912162040:4136.147613525391, 201912162045:4141.914978027344, 201912162050:4147.682342529297, 201912162055:4153.44970703125, 201912162100:4237.615814208984, 201912162105:4243.383209228516, 201912162110:4249.150573730469, 201912162115:4254.917938232422, 201912162120:4260.685302734375, 201912162125:4266.452697753906, 
201912162035:4170.5970458984375, 201912162040:4174.851135253906, 201912162045:4179.105224609375, 201912162050:4183.359283447266, 201912162055:4187.613372802734, 201912162100:4288.870422363281, 201912162105:4293.12451171875, 201912162110:4297.378601074219, 201912162115:4301.632659912109, 201912162120:4305.886749267578, 201912162125:4310.140838623047, 201912162130:4314.3948974609375, 
201912162040:4158.520935058594, 201912162045:4162.687103271484, 201912162050:4166.853271484375, 201912162055:4171.0194091796875, 201912162100:4273.34423828125, 201912162105:4277.510406494141, 201912162110:4281.676544189453, 201912162115:4285.842712402344, 201912162120:4290.008880615234, 201912162125:4294.175048828125, 201912162130:4298.3411865234375, 201912162135:4302.507354736328, 
201912162045:4168.9210205078125, 201912162050:4174.828338623047, 201912162055:4180.735626220703, 201912162100:4264.2574462890625, 201912162105:4270.164764404297, 201912162110:4276.072052001953, 201912162115:4281.9793701171875, 201912162120:4287.886688232422, 201912162125:4293.793975830078, 201912162130:4299.7012939453125, 201912162135:4305.608581542969, 201912162140:4311.515899658203, 
201912162050:4175.931915283203, 201912162055:4181.130706787109, 201912162100:4272.283386230469, 201912162105:4277.482177734375, 201912162110:4282.680969238281, 201912162115:4287.879791259766, 201912162120:4293.078582763672, 201912162125:4298.277374267578, 201912162130:4303.476165771484, 201912162135:4308.674957275391, 201912162140:4313.873779296875, 201912162145:4319.072570800781, 
201912162055:4182.8116455078125, 201912162100:4267.560241699219, 201912162105:4273.153167724609, 201912162110:4278.74609375, 201912162115:4284.339019775391, 201912162120:4289.931976318359, 201912162125:4295.52490234375, 201912162130:4301.117828369141, 201912162135:4306.710784912109, 201912162140:4312.3037109375, 201912162145:4317.896636962891, 201912162150:4323.489593505859, 
201912162100:4259.821533203125, 201912162105:4267.802551269531, 201912162110:4275.783630371094, 201912162115:4283.7646484375, 201912162120:4291.745666503906, 201912162125:4299.7266845703125, 201912162130:4307.707763671875, 201912162135:4315.688781738281, 201912162140:4323.6697998046875, 201912162145:4331.650817871094, 201912162150:4339.631896972656, 201912162155:4347.6129150390625, 
201912162105:4284.472686767578, 201912162110:4290.275177001953, 201912162115:4296.077667236328, 201912162120:4301.880187988281, 201912162125:4307.682678222656, 201912162130:4313.485168457031, 201912162135:4319.287658691406, 201912162140:4325.090148925781, 201912162145:4330.892639160156, 201912162150:4336.695129394531, 201912162155:4342.497619628906, 201912162200:4427.823516845703, 
201912162110:4284.280517578125, 201912162115:4290.659637451172, 201912162120:4297.038787841797, 201912162125:4303.417907714844, 201912162130:4309.797027587891, 201912162135:4316.176177978516, 201912162140:4322.5552978515625, 201912162145:4328.934417724609, 201912162150:4335.313568115234, 201912162155:4341.692687988281, 201912162200:4418.5135498046875, 201912162205:4424.892669677734, 
201912162115:4282.400787353516, 201912162120:4287.802154541016, 201912162125:4293.2034912109375, 201912162130:4298.6048583984375, 201912162135:4304.0062255859375, 201912162140:4309.407562255859, 201912162145:4314.808929443359, 201912162150:4320.210266113281, 201912162155:4325.611633300781, 201912162200:4413.836883544922, 201912162205:4419.238250732422, 201912162210:4424.639587402344, 
201912162120:4284.3057861328125, 201912162125:4288.459899902344, 201912162130:4292.614044189453, 201912162135:4296.768157958984, 201912162140:4300.922271728516, 201912162145:4305.076416015625, 201912162150:4309.230529785156, 201912162155:4313.384674072266, 201912162200:4413.855987548828, 201912162205:4418.010101318359, 201912162210:4422.164215087891, 201912162215:4426.318359375, 
201912162125:4314.645294189453, 201912162130:4320.480163574219, 201912162135:4326.315032958984, 201912162140:4332.14990234375, 201912162145:4337.984802246094, 201912162150:4343.819671630859, 201912162155:4349.654541015625, 201912162200:4433.698455810547, 201912162205:4439.5333251953125, 201912162210:4445.368194580078, 201912162215:4451.203063964844, 201912162220:4457.037933349609, 
201912162130:4319.0087890625, 201912162135:4326.2022705078125, 201912162140:4333.395751953125, 201912162145:4340.589294433594, 201912162150:4347.782775878906, 201912162155:4354.976257324219, 201912162200:4426.201721191406, 201912162205:4433.395263671875, 201912162210:4440.5887451171875, 201912162215:4447.7822265625, 201912162220:4454.975769042969, 201912162225:4462.169250488281, 
201912162135:4326.8017578125, 201912162140:4334.4188232421875, 201912162145:4342.035888671875, 201912162150:4349.6529541015625, 201912162155:4357.27001953125, 201912162200:4423.2879638671875, 201912162205:4430.905029296875, 201912162210:4438.5220947265625, 201912162215:4446.13916015625, 201912162220:4453.7562255859375, 201912162225:4461.373291015625, 201912162230:4468.9903564453125, 
201912162140:4332.720886230469, 201912162145:4338.937591552734, 201912162150:4345.154266357422, 201912162155:4351.3709716796875, 201912162200:4431.282379150391, 201912162205:4437.499084472656, 201912162210:4443.715759277344, 201912162215:4449.932464599609, 201912162220:4456.149139404297, 201912162225:4462.3658447265625, 201912162230:4468.58251953125, 201912162235:4474.799224853516, 
201912162145:4343.419647216797, 201912162150:4347.6585693359375, 201912162155:4351.897491455078, 201912162200:4454.340667724609, 201912162205:4458.579620361328, 201912162210:4462.818542480469, 201912162215:4467.057464599609, 201912162220:4471.29638671875, 201912162225:4475.535308837891, 201912162230:4479.774261474609, 201912162235:4484.01318359375, 201912162240:4488.252105712891, 
201912162150:4327.604766845703, 201912162155:4333.188781738281, 201912162200:4418.890106201172, 201912162205:4424.47412109375, 201912162210:4430.058135986328, 201912162215:4435.642150878906, 201912162220:4441.226165771484, 201912162225:4446.8101806640625, 201912162230:4452.394195556641, 201912162235:4457.978210449219, 201912162240:4463.562255859375, 201912162245:4469.146270751953, 
